"1000","1000","+869196","default","2023-02-14 13:05:17","","2023-02-14 13:05:27","10","0","NORMAL_CLEARING","2b0a7a63-0177-4d46-bf19-7b2982294fec","","1000","",""
"1000","1000","9196","default","2023-02-14 13:05:40","2023-02-14 13:05:50","2023-02-14 13:05:55","15","5","NORMAL_CLEARING","88c5695e-ed4c-46ed-92d4-10f5f0cd4c78","","1000","opus","opus"
"40002","40002","40002","public","2023-02-14 13:09:08","","2023-02-14 13:09:08","0","0","MANDATORY_IE_MISSING","db88defa-3667-488c-b7d2-01937cc6a790","","","",""
